"","score","text","klasifikasi","x"
"507",0," ini umi mo prgi tapi tidak bisa kalau vaksin sinovac pihak sana ganerima moderna baru bisa katanya","Netral"," ini umi mo prgi tapi tidak bisa kalau vaksin sinovac pihak sana ganerima moderna baru bisa katanya"
"508",-2," aku vaksin sinovac baru menit pas nunggu kau eh pingsan malu banget bangun bangun di kerubungin orang","Negatif"," aku vaksin sinovac baru menit pas nunggu kau eh pingsan malu banget bangun bangun di kerubungin orang"
"509",-1," serius padahal sinovac yang punya efek paling ringan pkm cobak atau biasanya ada yang ngadain vak… ","Negatif"," serius padahal sinovac yang punya efek paling ringan pkm cobak atau biasanya ada yang ngadain vak… "
"510",0," min mau tanyaaa aku vaksin astrazeneca kenapa seifikatnya sinovac sudah ","Netral"," min mau tanyaaa aku vaksin astrazeneca kenapa seifikatnya sinovac sudah "
"511",1,"layanan vaksinasi dosis sinovac sudah hari sejak vaksin peama berlaku untuk masyarakat umum ktp seluruh… ","Positif","layanan vaksinasi dosis sinovac sudah hari sejak vaksin peama berlaku untuk masyarakat umum ktp seluruh… "
"513",1,"personil polsek sanden dipimpin kanit provos iptu suharyanto melaksanakan pengamanan dan monitoring vaksinasi covid… ","Positif","personil polsek sanden dipimpin kanit provos iptu suharyanto melaksanakan pengamanan dan monitoring vaksinasi covid… "
"515",3,"indonesia menegaskan semua vaksin yang telah mendapatkan emergency use listing yang diterbitkan oleh who harus dipe… ","Positif","indonesia menegaskan semua vaksin yang telah mendapatkan emergency use listing yang diterbitkan oleh who harus dipe… "
"516",-1," juta kali sinovac rupiah paling murah tuh sinovac juta warga harus bayar vaksin boos…","Negatif"," juta kali sinovac rupiah paling murah tuh sinovac juta warga harus bayar vaksin boos…"
"517",-2," ohh sinovac aku tanya temen yang sinovac juga cuma gitu doang tidak sampai demam gitu kemungkinan vaksin ke… ","Negatif"," ohh sinovac aku tanya temen yang sinovac juga cuma gitu doang tidak sampai demam gitu kemungkinan vaksin ke… "
"518",0," bep dapat vaksin apa moderna apa sinovac","Netral"," bep dapat vaksin apa moderna apa sinovac"
"519",0,"masyarakat desa dawuhan serbu vaksin sinovac ","Netral","masyarakat desa dawuhan serbu vaksin sinovac "
"520",1,"geger vaksin srimulyo jilid ii kapanewon piyungan berlangsung pada hari senin oktober berlangsung di gor p… ","Positif","geger vaksin srimulyo jilid ii kapanewon piyungan berlangsung pada hari senin oktober berlangsung di gor p… "
"521",0," vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat… ","Netral"," vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat… "
"522",0," olohh hahahhaah bangsa astrazeneca ke pfizer ke sinovac ke hurm kan skrng bila vaksin sudah ada bangsa sendiri ","Netral"," olohh hahahhaah bangsa astrazeneca ke pfizer ke sinovac ke hurm kan skrng bila vaksin sudah ada bangsa sendiri "
"523",1,"teman² mohon informasi ibuku butuh vaksin kedua untuk tanggal atau oktober vaksin peamanya sinovac perintah do… ","Positif","teman² mohon informasi ibuku butuh vaksin kedua untuk tanggal atau oktober vaksin peamanya sinovac perintah do… "
"524",0,"ketua pengarah kesihatan tan sri dari noor hisham abdullah hari ini mengumumkan bahawa pihak berkuasa ubatubatan dc… ","Netral","ketua pengarah kesihatan tan sri dari noor hisham abdullah hari ini mengumumkan bahawa pihak berkuasa ubatubatan dc… "
"525",0," b aja sih urang mah soalna urang tadi beurang vaksin sinovac kadua","Netral"," b aja sih urang mah soalna urang tadi beurang vaksin sinovac kadua"
"526",2," sehingga kini sudah juta dosis vaksin sudah diberikan kepada remaja dalam lingkungan usia berkenaan di china pharmaniaga…","Positif"," sehingga kini sudah juta dosis vaksin sudah diberikan kepada remaja dalam lingkungan usia berkenaan di china pharmaniaga…"
"527",1,"gerai vaksin sinovac bagi warga masyarakat di sekitar kelurahan ciketing udik kecamatan bantargebang kota bekasi ","Positif","gerai vaksin sinovac bagi warga masyarakat di sekitar kelurahan ciketing udik kecamatan bantargebang kota bekasi "
"529",0,"ini vaksin sinovac dosis buat ngantukan gini atau emang aku yang lagi capek aja sih ","Netral","ini vaksin sinovac dosis buat ngantukan gini atau emang aku yang lagi capek aja sih "
"530",-1,"informasi vaksin sinovac dosis dan catat tempat dan tanggal sea jangan lupa untuk membawa persyaratan ","Negatif","informasi vaksin sinovac dosis dan catat tempat dan tanggal sea jangan lupa untuk membawa persyaratan "
"532",0,"reposted from vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di l… ","Netral","reposted from vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di l… "
"533",-4," aku kamis vaksin sinovac tapi efeknya lemes banget mual kepala berat tangan kiri jadi lemah banget hu… ","Negatif"," aku kamis vaksin sinovac tapi efeknya lemes banget mual kepala berat tangan kiri jadi lemah banget hu… "
"534",-1," bahan utama vaksin sinovac adalah dna babi dan serum dari bayi yang belum lahir yang masih hidup yang di sedot bay…","Negatif"," bahan utama vaksin sinovac adalah dna babi dan serum dari bayi yang belum lahir yang masih hidup yang di sedot bay…"
"535",1," uwong uwong ki ngopo ya kok le vaksin di milih milih sing sinovac seperti aku ngene loh astrea","Positif"," uwong uwong ki ngopo ya kok le vaksin di milih milih sing sinovac seperti aku ngene loh astrea"
"536",1,"uwong uwong ki ngopo ya kok le vaksin di milih milih sing sinovac seperti aku ngene loh astrea","Positif","uwong uwong ki ngopo ya kok le vaksin di milih milih sing sinovac seperti aku ngene loh astrea"
"537",1,"sinovac dosis ku kemarin buat tanganku jadi pegal banget terus aku jadi ngantuk banget harian abis vaksin besok… ","Positif","sinovac dosis ku kemarin buat tanganku jadi pegal banget terus aku jadi ngantuk banget harian abis vaksin besok… "
"538",0,"buruan daftar melalui link di atas sebelum kamis oktober kuota terbatas nih vaksin nya jenis sinovac ya ge… ","Netral","buruan daftar melalui link di atas sebelum kamis oktober kuota terbatas nih vaksin nya jenis sinovac ya ge… "
"539",0," kalausinovac apa perlu vaksin ke booster ","Netral"," kalausinovac apa perlu vaksin ke booster "
"540",1," saya dan besea keluarga besar semuanya melakukan vaksin sinovac termasuk ibu saya yang berusia … ","Positif"," saya dan besea keluarga besar semuanya melakukan vaksin sinovac termasuk ibu saya yang berusia … "
"542",-1," bahan utama vaksin sinovac adalah dna babi dan serum dari bayi yang belum lahir yang masih hidup yang d… ","Negatif"," bahan utama vaksin sinovac adalah dna babi dan serum dari bayi yang belum lahir yang masih hidup yang d… "
"543",-1," vaksin kamu apa kalau aku sinovac tidak parah kok","Negatif"," vaksin kamu apa kalau aku sinovac tidak parah kok"
"544",0,"jbrfess informasi vaksin sinovac dosis yang di jember dong gais","Netral","jbrfess informasi vaksin sinovac dosis yang di jember dong gais"
"545",1," vaksin sinovac selamat untuk kanakkanak pharmaniaga ","Positif"," vaksin sinovac selamat untuk kanakkanak pharmaniaga "
"547",2,"sehingga kini sudah juta dosis vaksin sudah diberikan kepada remaja dalam lingkungan usia berkenaan di china p… ","Positif","sehingga kini sudah juta dosis vaksin sudah diberikan kepada remaja dalam lingkungan usia berkenaan di china p… "
"548",-1," kan itu kayaknya kemarin jadi salah satu teori kenapa indonesia pakai sinovac biar pada mau vaksin apalagi ind…","Negatif"," kan itu kayaknya kemarin jadi salah satu teori kenapa indonesia pakai sinovac biar pada mau vaksin apalagi ind…"
"549",0,"nyesel vaksin pakai sinovac tidak bisa ke ln wow percuma","Netral","nyesel vaksin pakai sinovac tidak bisa ke ln wow percuma"
"550",1,"yang sudah vaksin dapet sinovac efek sampingnya laper tidak kalian","Positif","yang sudah vaksin dapet sinovac efek sampingnya laper tidak kalian"
"553",-1,"informasi jadwal vaksin covid pfizer dan sinovac dosis kota bogor di puri begawan tanggal oktober … ","Negatif","informasi jadwal vaksin covid pfizer dan sinovac dosis kota bogor di puri begawan tanggal oktober … "
"554",-1,"ada yang sama tidak sih abis vaksin kedua sinovac kok badan keringet dingin mulu sama gemetaran kirakira kenapa ya ","Negatif","ada yang sama tidak sih abis vaksin kedua sinovac kok badan keringet dingin mulu sama gemetaran kirakira kenapa ya "
"555",2," pharmaniaga berhad memberi jaminan kepada ibu bapa bahawa vaksin covid sinovac bagi kanakkanak dan remaja ada…","Positif"," pharmaniaga berhad memberi jaminan kepada ibu bapa bahawa vaksin covid sinovac bagi kanakkanak dan remaja ada…"
"556",-2,"ora le lemah aku i jane ultramen tapi bar suntik vaksin sinovac terus kekuatanku ilang ","Negatif","ora le lemah aku i jane ultramen tapi bar suntik vaksin sinovac terus kekuatanku ilang "
"557",-1,"vaksin sinovac yang kedua memang pegelnya lebih lama ya","Negatif","vaksin sinovac yang kedua memang pegelnya lebih lama ya"
"558",1,"polsek kedungwaringin bersama pkm kedungwaringin gelar vaksinasi tahap dan vaksin jenis sinovac di halaman mako… ","Positif","polsek kedungwaringin bersama pkm kedungwaringin gelar vaksinasi tahap dan vaksin jenis sinovac di halaman mako… "
"559",1," saat ini jenis vaksin yang digunakan di stasiun cirebon sinovac ya kak trims","Positif"," saat ini jenis vaksin yang digunakan di stasiun cirebon sinovac ya kak trims"
"560",-1," penggunaan vaksin sinovac kepada golongan remaja berumur tahun dan ke atas dibenarkan ketua pengarah kesihatan …","Negatif"," penggunaan vaksin sinovac kepada golongan remaja berumur tahun dan ke atas dibenarkan ketua pengarah kesihatan …"
"561",3,"vaksin sinovac bagi kanakkanak dan remaja adalah selamat dengan lebih juta dosis diberikan kepada rakya… ","Positif","vaksin sinovac bagi kanakkanak dan remaja adalah selamat dengan lebih juta dosis diberikan kepada rakya… "
"562",2,"ipda wasirin bhabinkamtibmas bersama anggota melaksanakan pengamanan giat vaksinasi tahap dan vaksin jenis si… ","Positif","ipda wasirin bhabinkamtibmas bersama anggota melaksanakan pengamanan giat vaksinasi tahap dan vaksin jenis si… "
"566",-1,"sopo sing butuh informasi vaksin dosis dan sinovac ndes balas aja nanti tak dm","Negatif","sopo sing butuh informasi vaksin dosis dan sinovac ndes balas aja nanti tak dm"
"567",0," vaksin kedua pakai sinovac chei","Netral"," vaksin kedua pakai sinovac chei"
"568",2," pharmaniaga berhad memberi jaminan kepada ibu bapa bahawa vaksin covid sinovac bagi kanakkanak dan… ","Positif"," pharmaniaga berhad memberi jaminan kepada ibu bapa bahawa vaksin covid sinovac bagi kanakkanak dan… "
"569",1,"vaksin sinovac selamat untuk kanakkanak pharmaniaga ","Positif","vaksin sinovac selamat untuk kanakkanak pharmaniaga "
"570",0," naahhh ini mksdnya iya dok yang datang bahan… ","Netral"," naahhh ini mksdnya iya dok yang datang bahan… "
"571",2,"pharmaniaga bhd memberi jaminan kepada para ibu bapa bahawa vaksin covid sinovac bagi kanakkanak dan remaja ada… ","Positif","pharmaniaga bhd memberi jaminan kepada para ibu bapa bahawa vaksin covid sinovac bagi kanakkanak dan remaja ada… "
"572",4,"vaksin sama vaksin sinovac alhamdulillah cuma ngantuk sama laper kipinya ","Positif","vaksin sama vaksin sinovac alhamdulillah cuma ngantuk sama laper kipinya "
"573",0," apa vaksin covid itu ya lupa saya pernah baca biofarm produks… ","Netral"," apa vaksin covid itu ya lupa saya pernah baca biofarm produks… "
"574",0," diberi secara meluas kepada populasi kategori umur itu di china dan sehingga kini tidak ada rekod mengenai makl…","Netral"," diberi secara meluas kepada populasi kategori umur itu di china dan sehingga kini tidak ada rekod mengenai makl…"
"575",2,"lebih juta dosis vaksin berkenaan telah diberikan kepada rakyat china yang berumur antara dan tahun sehingga… ","Positif","lebih juta dosis vaksin berkenaan telah diberikan kepada rakyat china yang berumur antara dan tahun sehingga… "
"576",2," transma yasmin bogor bekerja sama dengan polresta bogor kota mengadakan vaksinasi massal untuk usia tahun ke atas …","Positif"," transma yasmin bogor bekerja sama dengan polresta bogor kota mengadakan vaksinasi massal untuk usia tahun ke atas …"
"577",0," coronavac vaksinnya sinovac si agaknya vaksin sekolah soalnyaa","Netral"," coronavac vaksinnya sinovac si agaknya vaksin sekolah soalnyaa"
"578",0," diberi secara meluas kepada populasi kategori umur itu di china dan sehingga kini tidak ada rekod meng… ","Netral"," diberi secara meluas kepada populasi kategori umur itu di china dan sehingga kini tidak ada rekod meng… "
"580",-1," mungkin bisa di cek di peduli lindungi pke vaksin sinovac atau astrazeneca atau sinopharm","Negatif"," mungkin bisa di cek di peduli lindungi pke vaksin sinovac atau astrazeneca atau sinopharm"
"581",0," hahaha jadi inget banyak dulu yang talk shit about sinovac like kenapa tidak ini kenapa tidak… ","Netral"," hahaha jadi inget banyak dulu yang talk shit about sinovac like kenapa tidak ini kenapa tidak… "
"582",-2,"halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c sinovac yang ditunda pelayanannya di… ","Negatif","halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c sinovac yang ditunda pelayanannya di… "
"583",0,"ikut ayo massal oktober jenis vaksin sinovac … ","Netral","ikut ayo massal oktober jenis vaksin sinovac … "
"584",1," supposed buat satu hotline untuk kita dapatkan informasi bagi number tapi tak dapat reach lahluar… ","Positif"," supposed buat satu hotline untuk kita dapatkan informasi bagi number tapi tak dapat reach lahluar… "
"585",-3,"serem juga ini sender hampir menggiring opini kalauselain sinovac menyeramkan padahal apapun vaksinnya lebih baik… ","Negatif","serem juga ini sender hampir menggiring opini kalauselain sinovac menyeramkan padahal apapun vaksinnya lebih baik… "
"587",-1," vaksin ke sinovac kepalaku pusing banget kemarin","Negatif"," vaksin ke sinovac kepalaku pusing banget kemarin"
"588",0," keputusan australia mengakui vaksin sinovac menjadi angin segar untuk para wisatawan internasional yang berasal dari asia te…","Netral"," keputusan australia mengakui vaksin sinovac menjadi angin segar untuk para wisatawan internasional yang berasal dari asia te…"
"589",2," pegal doang sih nder sinovac efek sampingnya ringan asal sebelum sudah sesudah vaksin kesehatan nya dij… ","Positif"," pegal doang sih nder sinovac efek sampingnya ringan asal sebelum sudah sesudah vaksin kesehatan nya dij… "
"590",-1," oooooo aku yang suntik sinovac tidak sampai demam kakak aku kayaknya yang vaksin astrazeneca efek sampingnya mi… ","Negatif"," oooooo aku yang suntik sinovac tidak sampai demam kakak aku kayaknya yang vaksin astrazeneca efek sampingnya mi… "
"591",0," aku pakai sinovac tidak ada rasa apa apa asli paling pegal biasa aja cuma lihat bokap vaksin ketiga pakai a… ","Netral"," aku pakai sinovac tidak ada rasa apa apa asli paling pegal biasa aja cuma lihat bokap vaksin ketiga pakai a… "
"592",-1," aku asline powerrenjes mergo bar vaksin sinovac kekuatanku ilang …","Negatif"," aku asline powerrenjes mergo bar vaksin sinovac kekuatanku ilang …"
"593",-3," tim riset di indonesia mengatakan efikasi vaksin covid sinovac turun menjadi persen setelah bulan pemberian booste…","Negatif"," tim riset di indonesia mengatakan efikasi vaksin covid sinovac turun menjadi persen setelah bulan pemberian booste…"
"595",-4,"asik q gaib tapi mau sedikit ngelurusin bukan tentang bisa keluar negeri atau enggak nya but perlu dipeanyakan… ","Negatif","asik q gaib tapi mau sedikit ngelurusin bukan tentang bisa keluar negeri atau enggak nya but perlu dipeanyakan… "
